transaction_id,transaction_datetime,customer_id,age,gender,emirate,category,product,quantity,unit_price_aed,total_aed,has_loyalty,offer_applied,points_earned,points_redeemed
TR50612,2025-01-27 20:53:24.701600,CUST1180,44,Male,Dubai,Home,Cookware Set,1,341.34,341.34,True,False,341,0
TR50613,2025-07-05 07:09:20.701600,CUST1021,63,Male,Abu Dhabi,Grocery,Rice 5kg,1,33.73,33.73,True,False,33,0
TR50614,2024-12-14 03:52:47.701600,CUST1135,71,Male,Dubai,Grocery,Milk 1L,1,5.77,5.77,True,False,5,0
TR50615,2024-11-20 00:56:34.701600,CUST1368,37,Male,Abu Dhabi,Grocery,Bread,1,3.37,3.37,True,False,3,0
TR50616,2025-01-12 14:50:32.701600,CUST1321,28,Female,Fujairah,Electronics,Laptop,2,2626.96,5253.92,True,False,5253,0
TR50617,2025-01-03 02:27:32.701600,CUST1352,53,Female,Sharjah,Electronics,Smartphone,1,1155.28,1155.28,True,False,1155,0
TR50618,2025-09-03 17:19:45.701600,CUST1051,49,Female,Sharjah,Clothing,Jacket,1,337.63,337.63,False,False,337,0
TR50619,2025-05-01 04:39:57.701600,CUST1217,33,Female,Dubai,Electronics,Laptop,1,2823.0,2823.0,True,False,2823,0
TR50620,2025-09-17 20:17:54.701600,CUST1373,40,Female,Dubai,Electronics,Smartphone,1,1204.44,1204.44,True,False,1204,0
TR50621,2025-09-07 22:00:22.701600,CUST1188,25,Female,Dubai,Electronics,Laptop,1,2665.63,2665.63,False,False,2665,0
TR50622,2024-12-08 10:37:24.701600,CUST1150,47,Female,Dubai,Electronics,Laptop,1,2879.13,2879.13,True,False,2879,0
TR50623,2025-06-02 07:05:10.701600,CUST1390,26,Female,Abu Dhabi,Clothing,Jacket,1,329.66,329.66,True,False,329,0
TR50624,2024-11-09 07:50:18.701600,CUST1386,51,Male,Sharjah,Grocery,Bread,2,3.43,6.86,False,False,6,0
TR50625,2025-09-01 05:33:29.701600,CUST1327,63,Female,Dubai,Grocery,Bread,1,2.77,2.77,False,True,2,0
TR50626,2025-06-01 09:50:30.701600,CUST1379,54,Male,Dubai,Toys,Action Figure,1,48.15,48.15,False,False,48,0
TR50627,2024-12-15 03:02:06.701600,CUST1137,32,Female,Ras Al Khaimah,Home,Cookware Set,2,353.96,707.92,False,False,707,0
TR50628,2024-11-15 04:44:40.701600,CUST1215,70,Male,Ras Al Khaimah,Home,Bedsheet,1,167.33,167.33,False,True,167,0
TR50629,2025-05-08 08:52:46.701600,CUST1046,74,Male,Abu Dhabi,Grocery,Bread,1,3.54,3.54,False,False,3,0
TR50630,2025-09-29 01:29:58.701600,CUST1250,22,Male,Ras Al Khaimah,Home,Bedsheet,1,184.15,184.15,False,False,184,0
TR50631,2025-01-18 16:24:06.701600,CUST1360,26,Male,Ajman,Grocery,Bread,1,3.36,3.36,False,False,3,0
TR50632,2025-06-27 17:00:44.701600,CUST1179,32,Male,Dubai,Grocery,Olive Oil 1L,1,36.26,36.26,True,True,36,0
TR50633,2024-12-06 09:59:53.701600,CUST1201,33,Male,Dubai,Electronics,Powerbank,1,82.64,82.64,True,False,82,0
TR50634,2025-04-10 07:46:18.701600,CUST1030,26,Female,Dubai,Electronics,Powerbank,1,78.77,78.77,True,False,78,0
TR50635,2025-08-03 20:04:07.701600,CUST1032,53,Male,Abu Dhabi,Electronics,Powerbank,1,66.0,66.0,True,True,66,0
TR50636,2024-12-21 13:52:17.701600,CUST1366,61,Female,Ajman,Home,Bedsheet,1,175.84,175.84,True,False,175,0
TR50637,2025-05-28 12:52:13.701600,CUST1227,60,Male,Ajman,Grocery,Rice 5kg,1,34.5,34.5,False,False,34,0
TR50638,2024-11-19 07:34:26.701600,CUST1379,54,Male,Dubai,Electronics,Laptop,1,2873.52,2873.52,False,False,2873,0
TR50639,2024-11-17 20:32:34.701600,CUST1169,37,Female,Dubai,Electronics,Laptop,1,2765.22,2765.22,True,False,2765,0
TR50640,2025-08-22 11:11:11.701600,CUST1354,25,Male,Dubai,Home,Cookware Set,1,367.33,367.33,True,False,367,0
TR50641,2025-01-15 02:01:48.701600,CUST1140,72,Female,Dubai,Home,Cookware Set,1,330.12,330.12,True,False,330,0
TR50642,2025-08-20 00:07:58.701600,CUST1111,41,Male,Dubai,Electronics,Laptop,1,2892.32,2892.32,True,False,2892,0
TR50643,2024-11-25 19:33:55.701600,CUST1156,25,Female,Dubai,Electronics,Powerbank,1,78.46,78.46,True,False,78,0
TR50644,2025-05-23 03:50:44.701600,CUST1171,62,Male,Fujairah,Grocery,Bread,1,3.65,3.65,False,False,3,0
TR50645,2024-11-20 13:01:15.701600,CUST1157,19,Female,Abu Dhabi,Grocery,Bread,1,3.57,3.57,True,False,3,0
TR50646,2024-10-10 00:02:55.701600,CUST1241,36,Female,Sharjah,Grocery,Milk 1L,1,6.07,6.07,True,False,6,0
TR50647,2025-05-15 15:25:11.701600,CUST1075,74,Female,Abu Dhabi,Grocery,Olive Oil 1L,1,44.27,44.27,True,False,44,0
TR50648,2025-07-20 20:27:32.701600,CUST1219,60,Female,Abu Dhabi,Grocery,Rice 5kg,1,36.7,36.7,True,False,36,0
TR50649,2025-05-03 23:52:37.701600,CUST1302,37,Female,Ras Al Khaimah,Electronics,Powerbank,1,80.13,80.13,True,False,80,0
TR50650,2025-07-06 22:13:44.701600,CUST1192,28,Female,Dubai,Clothing,Jacket,1,340.03,340.03,False,False,340,0
TR50651,2025-03-23 22:14:51.701600,CUST1301,20,Female,Fujairah,Grocery,Olive Oil 1L,1,43.74,43.74,False,True,43,0
TR50652,2025-03-25 05:58:54.701600,CUST1041,74,Male,Sharjah,Grocery,Rice 5kg,3,35.18,105.54,True,False,105,0
TR50653,2025-01-30 08:50:58.701600,CUST1311,51,Male,Dubai,Electronics,Laptop,1,2799.48,2799.48,True,False,2799,0
TR50654,2025-09-11 10:30:56.701600,CUST1308,32,Female,Sharjah,Grocery,Milk 1L,2,5.22,8.35,True,True,10,185
TR50655,2025-05-08 15:53:03.701600,CUST1035,57,Female,Dubai,Grocery,Milk 1L,1,5.37,5.37,True,True,5,0
TR50656,2025-08-03 11:37:05.701600,CUST1319,59,Male,Abu Dhabi,Toys,Action Figure,1,49.78,49.78,False,False,49,0
TR50657,2025-07-18 14:52:12.701600,CUST1320,71,Female,Ras Al Khaimah,Electronics,Laptop,1,2680.79,2680.79,True,False,2680,0
TR50658,2025-03-18 02:15:52.701600,CUST1174,67,Female,Abu Dhabi,Clothing,T-Shirt,1,49.1,49.1,False,True,49,0
TR50659,2025-01-17 20:34:21.701600,CUST1369,64,Male,Dubai,Grocery,Bread,1,3.6,3.6,False,False,3,0
TR50660,2024-10-27 12:20:49.701600,CUST1159,53,Female,Sharjah,Electronics,Headphones,1,129.39,129.39,True,False,129,0
TR50661,2025-05-04 21:21:11.701600,CUST1091,53,Female,Ajman,Grocery,Milk 1L,1,5.91,5.91,True,False,5,0
TR50662,2025-08-16 12:28:51.701600,CUST1254,42,Male,Umm Al Quwain,Clothing,Jacket,1,329.16,329.16,True,False,329,0
TR50663,2025-06-04 10:12:30.701600,CUST1359,62,Female,Abu Dhabi,Electronics,Headphones,1,129.11,129.11,False,False,129,0
TR50664,2025-01-05 19:52:13.701600,CUST1018,56,Male,Abu Dhabi,Clothing,T-Shirt,1,49.62,49.62,True,True,49,0
TR50665,2025-07-21 10:53:55.701600,CUST1388,44,Female,Dubai,Home,Cookware Set,2,345.8,691.6,True,False,691,0
TR50666,2025-05-17 03:19:18.701600,CUST1091,53,Female,Ajman,Home,Cookware Set,1,347.52,347.52,True,False,347,0
TR50667,2025-04-01 19:38:33.701600,CUST1165,51,Female,Dubai,Clothing,T-Shirt,3,56.11,168.33,True,False,168,0
TR50668,2024-10-01 16:31:10.701600,CUST1239,39,Male,Dubai,Clothing,Jeans,1,143.23,143.23,True,False,143,0
TR50669,2024-12-21 12:15:32.701600,CUST1142,31,Male,Sharjah,Grocery,Milk 1L,1,5.92,5.92,False,False,5,0
TR50670,2024-11-20 17:35:08.701600,CUST1232,47,Female,Dubai,Grocery,Rice 5kg,1,32.6,32.6,True,True,32,0
TR50671,2025-04-20 05:22:24.701600,CUST1217,33,Female,Dubai,Clothing,T-Shirt,1,54.84,54.84,True,False,54,0
TR50672,2025-09-20 13:29:01.701600,CUST1028,38,Female,Sharjah,Clothing,Dress,1,190.49,190.49,False,False,190,0
TR50673,2025-09-21 22:36:10.701600,CUST1397,50,Male,Fujairah,Grocery,Rice 5kg,1,34.25,34.25,False,False,34,0
TR50674,2024-12-27 06:09:25.701600,CUST1110,52,Male,Dubai,Home,Bedsheet,1,183.81,183.81,False,False,183,0
TR50675,2025-05-13 04:08:48.701600,CUST1150,47,Female,Dubai,Home,Cookware Set,1,341.78,341.78,True,False,341,0
TR50676,2024-11-17 00:39:46.701600,CUST1355,63,Female,Sharjah,Toys,Action Figure,1,47.28,47.28,False,False,47,0
TR50677,2025-07-05 14:07:46.701600,CUST1198,28,Female,Fujairah,Grocery,Rice 5kg,1,33.89,33.89,True,False,33,0
TR50678,2025-02-02 05:38:34.701600,CUST1225,39,Male,Dubai,Clothing,Dress,2,193.83,387.66,False,False,387,0
TR50679,2025-09-27 14:49:22.701600,CUST1016,34,Male,Dubai,Pharmacy,Vitamins,1,97.44,77.95,True,False,97,162
TR50680,2024-11-25 20:46:15.701600,CUST1251,48,Male,Dubai,Electronics,Headphones,1,129.36,129.36,False,False,129,0
TR50681,2025-03-24 16:52:05.701600,CUST1082,43,Male,Abu Dhabi,Pharmacy,Vitamins,1,92.54,92.54,False,False,92,0
TR50682,2025-04-04 12:58:48.701600,CUST1117,64,Male,Fujairah,Grocery,Rice 5kg,1,30.57,30.57,True,True,30,0
TR50683,2024-11-27 02:41:17.701600,CUST1111,41,Male,Dubai,Grocery,Milk 1L,2,5.89,11.78,True,False,11,0
TR50684,2024-10-09 18:38:21.701600,CUST1122,73,Male,Ras Al Khaimah,Clothing,Dress,1,180.94,180.94,True,True,180,0
TR50685,2024-11-12 21:52:43.701600,CUST1155,40,Male,Dubai,Clothing,Dress,1,200.05,200.05,False,False,200,0
TR50686,2024-10-02 22:50:24.701600,CUST1111,41,Male,Dubai,Clothing,T-Shirt,1,57.7,57.7,True,False,57,0
TR50687,2025-06-13 05:18:17.701600,CUST1048,39,Female,Dubai,Electronics,Powerbank,1,76.51,76.51,False,False,76,0
TR50688,2025-07-30 23:35:32.701600,CUST1292,46,Female,Dubai,Home,Cookware Set,1,362.66,362.66,False,False,362,0
TR50689,2024-11-28 06:19:54.701600,CUST1090,43,Male,Sharjah,Electronics,Headphones,1,132.7,132.7,False,False,132,0
TR50690,2025-05-09 04:28:29.701600,CUST1125,44,Male,Abu Dhabi,Electronics,Powerbank,1,76.81,76.81,False,False,76,0
TR50691,2025-08-02 22:12:58.701600,CUST1068,30,Male,Ajman,Electronics,Smartphone,1,1150.99,1150.99,False,False,1150,0
TR50692,2025-05-04 00:12:42.701600,CUST1303,25,Female,Ras Al Khaimah,Home,Bedsheet,1,186.52,186.52,True,False,186,0
TR50693,2025-05-30 02:10:07.701600,CUST1344,31,Male,Dubai,Clothing,Jacket,1,311.65,311.65,True,False,311,0
TR50694,2025-08-30 06:59:56.701600,CUST1158,61,Male,Abu Dhabi,Toys,Action Figure,1,48.95,48.95,True,False,48,0
TR50695,2025-09-03 20:49:39.701600,CUST1185,31,Female,Dubai,Clothing,Dress,1,181.68,181.68,True,False,181,0
TR50696,2025-02-12 11:21:02.701600,CUST1247,56,Female,Abu Dhabi,Clothing,Jacket,1,341.51,341.51,False,False,341,0
TR50697,2024-12-26 14:15:12.701600,CUST1360,26,Male,Ajman,Electronics,Smartphone,1,1161.49,1161.49,False,False,1161,0
TR50698,2024-10-24 09:05:24.701600,CUST1210,20,Female,Dubai,Clothing,Dress,1,192.87,192.87,True,True,192,0
TR50699,2025-06-22 02:08:01.701600,CUST1385,69,Female,Fujairah,Electronics,Headphones,1,128.82,128.82,False,False,128,0
TR50700,2025-02-26 10:04:57.701600,CUST1279,67,Female,Fujairah,Grocery,Bread,1,3.42,3.42,False,False,3,0
TR50701,2024-12-27 21:30:30.701600,CUST1270,27,Female,Dubai,Electronics,Headphones,1,125.39,125.39,True,False,125,0
TR50702,2025-01-08 18:18:40.701600,CUST1074,48,Female,Abu Dhabi,Clothing,Jacket,1,339.94,339.94,True,False,339,0
TR50703,2025-08-14 14:37:44.701600,CUST1112,71,Female,Dubai,Toys,Action Figure,1,48.5,48.5,True,True,48,0
TR50704,2025-04-19 06:28:33.701600,CUST1014,54,Male,Ajman,Pharmacy,Vitamins,1,92.46,92.46,False,False,92,0
TR50705,2025-09-29 16:29:10.701600,CUST1095,38,Male,Dubai,Grocery,Milk 1L,1,5.66,5.66,False,True,5,0
TR50706,2025-09-11 10:12:03.701600,CUST1139,25,Female,Dubai,Grocery,Rice 5kg,1,35.71,35.71,True,False,35,0
TR50707,2024-11-23 17:05:34.701600,CUST1082,43,Male,Abu Dhabi,Clothing,Jacket,2,343.45,686.9,False,False,686,0
TR50708,2025-06-22 23:44:13.701600,CUST1309,56,Male,Abu Dhabi,Electronics,Laptop,1,2653.73,2653.73,True,False,2653,0
TR50709,2025-05-30 21:16:04.701600,CUST1331,64,Female,Dubai,Pharmacy,Vitamins,1,80.39,64.31,True,True,80,133
TR50710,2025-02-27 06:12:01.701600,CUST1326,25,Female,Abu Dhabi,Clothing,Jeans,1,151.82,151.82,False,False,151,0
TR50711,2025-08-31 08:40:22.701600,CUST1140,72,Female,Dubai,Grocery,Rice 5kg,1,33.79,33.79,True,False,33,0
TR50712,2025-09-07 07:16:07.701600,CUST1271,69,Female,Dubai,Electronics,Smartphone,1,1225.29,1225.29,True,False,1225,0
TR50713,2025-01-08 02:53:13.701600,CUST1345,69,Female,Ras Al Khaimah,Pharmacy,Vitamins,1,95.37,95.37,False,False,95,0
TR50714,2024-12-24 06:13:37.701600,CUST1382,32,Female,Sharjah,Electronics,Powerbank,1,80.74,80.74,True,False,80,0
TR50715,2025-08-13 09:23:21.701600,CUST1143,56,Male,Ajman,Home,Cookware Set,1,355.59,355.59,True,False,355,0
TR50716,2025-08-06 09:24:36.701600,CUST1114,20,Female,Dubai,Home,Bedsheet,1,174.35,174.35,True,False,174,0
TR50717,2025-03-17 06:20:28.701600,CUST1132,74,Male,Umm Al Quwain,Electronics,Powerbank,1,79.21,79.21,False,False,79,0
TR50718,2024-11-08 10:22:17.701600,CUST1111,41,Male,Dubai,Toys,Action Figure,1,45.1,45.1,True,True,45,0
TR50719,2024-10-28 20:26:34.701600,CUST1079,47,Male,Dubai,Clothing,Jacket,1,317.41,317.41,True,False,317,0
TR50720,2025-05-03 20:31:09.701600,CUST1111,41,Male,Dubai,Clothing,Jacket,1,314.3,314.3,True,False,314,0
TR50721,2025-08-31 14:11:11.701600,CUST1231,69,Male,Dubai,Home,Bedsheet,1,184.86,184.86,False,False,184,0
TR50722,2025-08-23 23:45:11.701600,CUST1072,20,Male,Sharjah,Clothing,T-Shirt,2,56.56,113.12,False,False,113,0
TR50723,2025-04-06 01:35:27.701600,CUST1258,54,Female,Dubai,Grocery,Olive Oil 1L,1,43.69,43.69,False,False,43,0
TR50724,2024-11-09 09:53:25.701600,CUST1357,48,Female,Ras Al Khaimah,Clothing,T-Shirt,2,53.92,107.84,True,True,107,0
TR50725,2024-10-18 16:52:06.701600,CUST1138,43,Male,Abu Dhabi,Electronics,Powerbank,2,75.17,150.34,True,False,150,0
TR50726,2025-03-29 13:30:26.701600,CUST1373,40,Female,Dubai,Clothing,Jeans,1,146.42,146.42,True,False,146,0
TR50727,2025-02-11 18:45:41.701600,CUST1254,42,Male,Umm Al Quwain,Electronics,Smartphone,2,1198.83,2397.66,True,False,2397,0
TR50728,2025-06-19 01:55:09.701600,CUST1120,51,Female,Ajman,Grocery,Milk 1L,1,6.23,6.23,False,False,6,0
TR50729,2025-05-26 22:56:37.701600,CUST1149,62,Male,Dubai,Clothing,Jacket,1,306.04,306.04,True,False,306,0
TR50730,2025-09-30 05:49:35.701600,CUST1374,63,Male,Sharjah,Grocery,Olive Oil 1L,1,45.05,45.05,True,False,45,0
TR50731,2025-03-07 10:11:40.701600,CUST1006,40,Male,Fujairah,Electronics,Powerbank,1,80.0,64.0,True,False,80,186
TR50732,2025-07-14 13:07:00.701600,CUST1214,67,Female,Sharjah,Electronics,Smartphone,1,1244.83,1244.83,False,False,1244,0
TR50733,2025-04-18 06:22:50.701600,CUST1006,40,Male,Fujairah,Clothing,T-Shirt,1,54.77,54.77,True,False,54,0
TR50734,2025-05-22 04:31:28.701600,CUST1335,68,Male,Abu Dhabi,Electronics,Headphones,1,116.39,116.39,True,True,116,0
TR50735,2025-04-24 00:21:00.701600,CUST1170,47,Female,Sharjah,Home,Cookware Set,1,357.47,357.47,True,False,357,0
TR50736,2024-12-15 05:09:03.701600,CUST1141,52,Male,Dubai,Grocery,Bread,1,3.51,3.51,False,False,3,0
TR50737,2025-04-19 13:23:19.701600,CUST1343,46,Male,Dubai,Pharmacy,Vitamins,1,93.42,93.42,True,False,93,0
TR50738,2025-07-17 01:28:37.701600,CUST1372,25,Male,Sharjah,Clothing,T-Shirt,2,60.8,121.6,False,False,121,0
TR50739,2025-09-27 09:08:57.701600,CUST1043,39,Female,Fujairah,Home,Cookware Set,1,353.84,353.84,False,False,353,0
TR50740,2025-09-21 11:10:52.701600,CUST1332,55,Male,Abu Dhabi,Electronics,Powerbank,1,82.51,82.51,True,False,82,0
TR50741,2025-07-10 18:31:26.701600,CUST1045,71,Female,Dubai,Electronics,Smartphone,1,1203.57,1203.57,False,False,1203,0
TR50742,2024-12-01 10:11:28.701600,CUST1196,56,Female,Ras Al Khaimah,Home,Bedsheet,1,185.57,185.57,False,False,185,0
TR50743,2025-08-10 23:51:49.701600,CUST1145,38,Male,Abu Dhabi,Home,Bedsheet,3,187.3,561.9,False,False,561,0
TR50744,2025-06-29 00:00:37.701600,CUST1155,40,Male,Dubai,Home,Bedsheet,1,179.14,179.14,False,False,179,0
TR50745,2024-10-02 07:29:30.701600,CUST1118,74,Female,Sharjah,Grocery,Rice 5kg,1,34.35,34.35,True,False,34,0
TR50746,2025-07-29 14:05:18.701600,CUST1319,59,Male,Abu Dhabi,Toys,Action Figure,1,47.15,47.15,False,False,47,0
TR50747,2025-09-14 03:42:39.701600,CUST1145,38,Male,Abu Dhabi,Grocery,Milk 1L,1,5.71,5.71,False,False,5,0
TR50748,2025-08-26 04:16:35.701600,CUST1395,67,Female,Ras Al Khaimah,Home,Bedsheet,1,167.16,167.16,True,False,167,0
TR50749,2025-09-16 19:50:16.701600,CUST1399,70,Female,Abu Dhabi,Grocery,Olive Oil 1L,1,41.86,41.86,True,False,41,0
TR50750,2025-02-19 12:48:06.701600,CUST1308,32,Female,Sharjah,Clothing,Dress,1,194.61,194.61,True,False,194,0
TR50751,2024-12-17 07:29:43.701600,CUST1181,73,Male,Sharjah,Clothing,T-Shirt,1,53.52,53.52,True,False,53,0
TR50752,2025-04-03 14:15:14.701600,CUST1163,18,Female,Dubai,Clothing,T-Shirt,1,59.63,59.63,True,False,59,0
TR50753,2025-06-18 23:38:36.701600,CUST1066,34,Male,Abu Dhabi,Grocery,Bread,1,3.58,3.58,True,False,3,0
TR50754,2024-10-20 17:30:43.701600,CUST1366,61,Female,Ajman,Home,Cookware Set,1,334.05,334.05,True,False,334,0
TR50755,2025-07-06 17:26:25.701600,CUST1277,40,Female,Sharjah,Clothing,Jeans,1,148.53,148.53,False,False,148,0
TR50756,2025-05-16 03:34:24.701600,CUST1074,48,Female,Abu Dhabi,Grocery,Rice 5kg,1,34.67,34.67,True,False,34,0
TR50757,2025-05-07 09:25:03.701600,CUST1102,35,Male,Dubai,Grocery,Rice 5kg,1,35.76,35.76,False,False,35,0
TR50758,2025-05-04 15:21:11.701600,CUST1256,34,Female,Sharjah,Clothing,T-Shirt,1,55.03,55.03,True,False,55,0
TR50759,2024-12-26 12:58:18.701600,CUST1091,53,Female,Ajman,Grocery,Rice 5kg,1,33.2,33.2,True,False,33,0
TR50760,2025-05-20 10:28:26.701600,CUST1040,22,Male,Abu Dhabi,Clothing,T-Shirt,1,57.16,57.16,True,False,57,0
TR50761,2025-09-12 07:07:49.701600,CUST1395,67,Female,Ras Al Khaimah,Clothing,Jacket,1,327.22,261.78,True,False,327,76
TR50762,2025-09-28 12:53:39.701600,CUST1085,69,Male,Abu Dhabi,Clothing,Dress,1,197.76,197.76,True,False,197,0
TR50763,2025-01-10 16:23:09.701600,CUST1159,53,Female,Sharjah,Electronics,Headphones,1,117.42,117.42,True,True,117,0
TR50764,2024-10-16 17:45:08.701600,CUST1145,38,Male,Abu Dhabi,Clothing,Jeans,1,148.13,148.13,False,False,148,0
TR50765,2025-02-12 14:44:19.701600,CUST1076,22,Female,Sharjah,Electronics,Headphones,1,134.5,134.5,True,False,134,0
TR50766,2025-08-11 07:05:14.701600,CUST1238,33,Female,Abu Dhabi,Grocery,Milk 1L,1,5.89,5.89,True,False,5,0
TR50767,2025-08-09 02:44:14.701600,CUST1386,51,Male,Sharjah,Electronics,Powerbank,1,76.11,76.11,False,False,76,0
TR50768,2025-09-09 18:46:09.701600,CUST1220,28,Female,Sharjah,Clothing,Dress,3,188.15,564.45,True,False,564,0
TR50769,2024-10-29 04:23:33.701600,CUST1374,63,Male,Sharjah,Grocery,Milk 1L,1,4.79,4.79,True,True,4,0
TR50770,2025-06-26 11:20:57.701600,CUST1120,51,Female,Ajman,Electronics,Headphones,1,132.87,132.87,False,False,132,0
TR50771,2025-06-16 04:48:09.701600,CUST1046,74,Male,Abu Dhabi,Electronics,Powerbank,1,82.59,82.59,False,False,82,0
TR50772,2025-02-16 10:16:39.701600,CUST1376,31,Female,Sharjah,Electronics,Smartphone,1,1149.51,1149.51,False,False,1149,0
TR50773,2025-02-05 18:17:30.701600,CUST1317,73,Male,Ras Al Khaimah,Pharmacy,Vitamins,1,92.33,92.33,False,False,92,0
TR50774,2025-01-19 03:36:52.701600,CUST1152,49,Male,Abu Dhabi,Electronics,Powerbank,1,76.57,76.57,False,False,76,0
TR50775,2025-08-13 15:26:07.701600,CUST1131,74,Male,Ajman,Grocery,Milk 1L,1,6.09,6.09,False,False,6,0
TR50776,2025-02-16 15:39:58.701600,CUST1190,25,Male,Sharjah,Clothing,Jacket,1,289.37,231.5,True,True,289,151
TR50777,2025-06-04 22:16:52.701600,CUST1102,35,Male,Dubai,Home,Bedsheet,1,182.26,182.26,False,False,182,0
TR50778,2024-11-25 14:34:59.701600,CUST1334,38,Male,Sharjah,Home,Cookware Set,1,360.17,360.17,False,False,360,0
TR50779,2025-09-14 21:24:04.701600,CUST1116,39,Female,Dubai,Home,Cookware Set,1,355.44,355.44,False,False,355,0
TR50780,2024-12-29 22:24:34.701600,CUST1331,64,Female,Dubai,Electronics,Headphones,1,125.34,125.34,True,False,125,0
TR50781,2025-06-14 13:38:56.701600,CUST1173,53,Male,Dubai,Clothing,Jacket,1,294.66,294.66,True,True,294,0
TR50782,2025-05-18 08:27:36.701600,CUST1305,74,Female,Abu Dhabi,Electronics,Smartphone,1,1192.44,1192.44,False,False,1192,0
TR50783,2025-04-26 19:23:33.701600,CUST1143,56,Male,Ajman,Pharmacy,Vitamins,2,90.19,180.38,True,True,180,0
TR50784,2025-09-17 21:22:51.701600,CUST1273,47,Female,Abu Dhabi,Grocery,Milk 1L,3,6.25,18.75,True,False,18,0
TR50785,2025-01-25 07:11:43.701600,CUST1377,59,Male,Abu Dhabi,Grocery,Rice 5kg,1,35.78,35.78,True,False,35,0
TR50786,2025-01-13 20:04:52.701600,CUST1136,66,Male,Abu Dhabi,Grocery,Rice 5kg,1,33.34,33.34,False,False,33,0
TR50787,2025-08-04 10:50:58.701600,CUST1318,25,Male,Dubai,Home,Cookware Set,1,363.79,363.79,True,False,363,0
TR50788,2025-01-21 08:43:45.701600,CUST1007,18,Female,Ras Al Khaimah,Grocery,Bread,1,3.57,3.57,False,False,3,0
TR50789,2025-07-01 22:54:25.701600,CUST1085,69,Male,Abu Dhabi,Clothing,T-Shirt,3,59.57,178.71,True,False,178,0
TR50790,2024-12-25 22:46:26.701600,CUST1264,23,Female,Dubai,Grocery,Rice 5kg,1,36.04,36.04,False,False,36,0
TR50791,2025-04-06 00:34:34.701600,CUST1262,52,Male,Sharjah,Electronics,Laptop,2,2843.7,5687.4,False,False,5687,0
TR50792,2025-09-09 04:58:14.701600,CUST1331,64,Female,Dubai,Pharmacy,Vitamins,3,90.97,219.91,True,False,272,53
TR50793,2025-06-07 15:17:59.701600,CUST1226,44,Female,Ajman,Electronics,Smartphone,1,1143.13,1143.13,False,True,1143,0
TR50794,2025-01-02 20:43:42.701600,CUST1056,18,Male,Abu Dhabi,Clothing,Jacket,1,328.68,328.68,False,False,328,0
TR50795,2025-05-14 14:18:50.701600,CUST1111,41,Male,Dubai,Grocery,Olive Oil 1L,2,43.5,87.0,True,False,87,0
TR50796,2025-07-11 00:08:53.701600,CUST1387,40,Male,Abu Dhabi,Grocery,Bread,1,3.39,3.39,True,False,3,0
TR50797,2025-06-03 19:53:13.701600,CUST1363,60,Female,Sharjah,Electronics,Smartphone,1,1194.47,1194.47,False,False,1194,0
TR50798,2025-05-22 07:28:25.701600,CUST1378,59,Female,Sharjah,Electronics,Laptop,1,2728.11,2728.11,False,True,2728,0
TR50799,2025-03-08 17:48:05.701600,CUST1012,72,Female,Abu Dhabi,Grocery,Olive Oil 1L,1,46.59,46.59,False,False,46,0
TR50800,2024-10-27 08:33:31.701600,CUST1054,24,Female,Dubai,Clothing,Jacket,1,315.12,315.12,True,False,315,0
TR50801,2024-12-24 10:02:41.701600,CUST1301,20,Female,Fujairah,Electronics,Laptop,1,2809.56,2809.56,False,False,2809,0
TR50802,2025-01-14 21:54:22.701600,CUST1070,18,Female,Dubai,Electronics,Powerbank,1,70.02,70.02,True,True,70,0
TR50803,2025-05-09 22:15:37.701600,CUST1110,52,Male,Dubai,Grocery,Olive Oil 1L,1,43.44,43.44,False,False,43,0
TR50804,2025-04-06 09:09:29.701600,CUST1266,32,Female,Dubai,Grocery,Rice 5kg,1,34.55,34.55,False,False,34,0
TR50805,2024-12-18 08:53:50.701600,CUST1126,41,Female,Dubai,Clothing,T-Shirt,1,60.31,60.31,False,False,60,0
TR50806,2025-02-13 15:11:25.701600,CUST1335,68,Male,Abu Dhabi,Grocery,Milk 1L,2,5.57,11.14,True,True,11,0
TR50807,2024-12-01 09:14:56.701600,CUST1225,39,Male,Dubai,Electronics,Smartphone,1,1251.2,1251.2,False,False,1251,0
TR50808,2025-07-09 21:56:31.701600,CUST1239,39,Male,Dubai,Pharmacy,Vitamins,1,89.63,89.63,True,False,89,0
TR50809,2025-01-18 16:06:24.701600,CUST1208,46,Male,Dubai,Home,Bedsheet,1,159.94,159.94,True,True,159,0
TR50810,2025-08-20 04:30:02.701600,CUST1200,27,Female,Dubai,Electronics,Laptop,1,2467.98,2467.98,False,True,2467,0
TR50811,2025-04-23 13:31:29.701600,CUST1061,55,Male,Dubai,Clothing,Jeans,1,145.93,145.93,True,False,145,0
TR50812,2025-08-15 07:11:15.701600,CUST1032,53,Male,Abu Dhabi,Grocery,Milk 1L,1,5.7,5.7,True,False,5,0
TR50813,2024-11-17 18:05:09.701600,CUST1326,25,Female,Abu Dhabi,Electronics,Headphones,1,117.49,117.49,False,True,117,0
TR50814,2025-07-19 11:38:58.701600,CUST1178,46,Female,Dubai,Pharmacy,Vitamins,1,88.05,88.05,False,True,88,0
TR50815,2024-12-21 01:36:14.701600,CUST1180,44,Male,Dubai,Clothing,T-Shirt,1,56.73,56.73,True,False,56,0
